url_path,views_total,views_unique
/Nackophilz/fankai_utilitaire,12,6
/Nackophilz/fankai_utilitaire/blob/main/setup/Fankai-Config.exe,6,6
/Nackophilz/fankai_utilitaire/tree/main/setup,2,1
/Nackophilz/fankai_utilitaire/commits,1,1
/Nackophilz/fankai_utilitaire/issues,1,1
/Nackophilz/fankai_utilitaire/tree/main,1,1
/Nackophilz/fankai_utilitaire/tree/main/docker,1,1
