url_path,views_total,views_unique
/Nackophilz/fankai_utilitaire,5,3
/Nackophilz/fankai_utilitaire/tree/main/setup,3,2
/Nackophilz/fankai_utilitaire/branches,3,1
/Nackophilz/fankai_utilitaire/blob/main/setup/Fankai-Config.exe,2,2
/Nackophilz/fankai_utilitaire/blob/main/src/Fankai-Config.py,1,1
/Nackophilz/fankai_utilitaire/issues,1,1
/Nackophilz/fankai_utilitaire/pulls,1,1
/Nackophilz/fankai_utilitaire/tree/main,1,1
/Nackophilz/fankai_utilitaire/tree/main/src,1,1
