url_path,views_total,views_unique
/Nackophilz/fankai_utilitaire,6,2
/Nackophilz/fankai_utilitaire/blob/main/src/Fankai-Config.py,3,1
/Nackophilz/fankai_utilitaire/branches,3,1
/Nackophilz/fankai_utilitaire/tree/main/docker,2,1
/Nackophilz/fankai_utilitaire/pulls,1,1
/Nackophilz/fankai_utilitaire/tree/main/setup,1,1
/Nackophilz/fankai_utilitaire/tree/main/src,1,1
