url_path,views_total,views_unique
/Nackophilz/fankai_utilitaire,7,4
/Nackophilz/fankai_utilitaire/blob/main/src/Fankai-Config.py,3,1
/Nackophilz/fankai_utilitaire/tree/main/docker,2,1
/Nackophilz/fankai_utilitaire/issues,1,1
/Nackophilz/fankai_utilitaire/tree/main/src,1,1
