url_path,views_total,views_unique
/Nackophilz/fankai_utilitaire,17,10
/Nackophilz/fankai_utilitaire/blob/main/setup/Fankai-Config.exe,4,4
/Nackophilz/fankai_utilitaire/blob/main/setup/Fankai.exe,1,1
/Nackophilz/fankai_utilitaire/commits,1,1
/Nackophilz/fankai_utilitaire/tree/main/docker,1,1
/Nackophilz/fankai_utilitaire/tree/main/setup,1,1
